0 0 133 40
1 0 199 89
2 0 67 200
3 0 133 18
4 0 49 0
5 0 66 8
6 0 137 100
7 0 200 139
8 0 133 164
9 0 200 153
10 0 200 167
11 0 200 57
12 0 133 94
13 0 66 109
14 0 70 120
15 0 34 128
16 0 167 124
17 0 150 0
18 0 133 80
19 0 90 21
20 0 54 0
21 0 84 45
22 0 23 14
23 0 120 88
24 0 73 145
0 1 134 40
1 1 200 90
2 1 67 201
3 1 133 18
4 1 49 1
5 1 67 8
6 1 138 100
7 1 201 139
8 1 134 165
9 1 201 154
10 1 200 168
11 1 200 57
12 1 133 94
13 1 66 110
14 1 70 121
15 1 34 129
16 1 167 125
17 1 151 0
18 1 133 80
19 1 91 21
20 1 55 0
21 1 84 46
22 1 24 14
23 1 121 89
24 1 73 146
0 2 134 40
1 2 201 91
2 2 68 202
3 2 133 19
4 2 50 1
5 2 68 8
6 2 138 101
7 2 202 139
8 2 134 166
9 2 202 155
10 2 201 168
11 2 201 58
12 2 134 95
13 2 66 111
14 2 70 121
15 2 35 129
16 2 167 126
17 2 152 1
18 2 134 80
19 2 91 22
20 2 55 0
21 2 84 47
22 2 25 14
23 2 121 90
24 2 74 147
0 3 134 41
1 3 202 91
2 3 68 203
3 3 133 20
4 3 51 1
5 3 69 8
6 3 138 101
7 3 202 139
8 3 135 167
9 3 202 156
10 3 202 169
11 3 202 58
12 3 135 96
13 3 67 111
14 3 71 122
15 3 36 130
16 3 167 126
17 3 153 2
18 3 135 81
19 3 92 22
20 3 56 0
21 3 84 48
22 3 26 15
23 3 122 90
24 3 75 148
0 4 134 42
1 4 202 92
2 4 68 204
3 4 133 20
4 4 51 1
5 4 70 8
6 4 139 101
7 4 203 139
8 4 135 168
9 4 203 156
10 4 203 170
11 4 203 58
12 4 136 96
13 4 68 111
14 4 72 123
15 4 36 131
16 4 167 127
17 4 153 3
18 4 135 81
19 4 93 22
20 4 56 0
21 4 84 48
22 4 26 16
23 4 123 91
24 4 76 149
0 5 134 42
1 5 202 92
2 5 69 204
3 5 134 20
4 5 52 1
5 5 70 8
6 5 139 101
7 5 203 139
8 5 135 168
9 5 203 156
10 5 204 171
11 5 203 59
12 5 137 96
13 5 68 111
14 5 72 124
15 5 37 131
16 5 167 128
17 5 153 4
18 5 136 81
19 5 94 23
20 5 56 0
21 5 85 49
22 5 26 17
23 5 123 91
24 5 76 149
0 6 134 43
1 6 202 93
2 6 70 205
3 6 134 20
4 6 52 2
5 6 71 9
6 6 139 101
7 6 203 140
8 6 135 168
9 6 203 157
10 6 205 172
11 6 203 60
12 6 137 97
13 6 69 112
14 6 73 125
15 6 38 131
16 6 168 129
17 6 154 4
18 6 137 81
19 6 95 24
20 6 57 0
21 6 85 49
22 6 26 18
23 6 124 91
24 6 76 150
0 7 135 43
1 7 202 93
2 7 70 205
3 7 134 21
4 7 53 2
5 7 72 10
6 7 140 101
7 7 204 140
8 7 135 169
9 7 204 158
10 7 205 173
11 7 203 60
12 7 138 98
13 7 70 112
14 7 74 126
15 7 39 131
16 7 168 130
17 7 155 4
18 7 138 81
19 7 95 24
20 7 57 0
21 7 86 50
22 7 26 19
23 7 125 92
24 7 77 151
0 8 136 43
1 8 203 94
2 8 71 205
3 8 134 21
4 8 54 3
5 8 72 11
6 8 140 102
7 8 204 140
8 8 135 169
9 8 204 158
10 8 205 173
11 8 203 61
12 8 138 98
13 8 71 112
14 8 75 127
15 8 39 132
16 8 169 130
17 8 156 4
18 8 139 82
19 8 95 25
20 8 58 0
21 8 87 51
22 8 26 20
23 8 125 92
24 8 78 152
0 9 136 43
1 9 204 95
2 9 72 206
3 9 135 21
4 9 54 4
5 9 73 11
6 9 141 103
7 9 205 140
8 9 136 170
9 9 205 159
10 9 206 174
11 9 204 62
12 9 138 99
13 9 71 112
14 9 75 127
15 9 39 133
16 9 169 131
17 9 157 4
18 9 140 82
19 9 95 26
20 9 58 0
21 9 87 51
22 9 26 21
23 9 125 93
24 9 78 153
0 10 137 44
1 10 204 95
2 10 72 206
3 10 136 22
4 10 54 5
5 10 74 11
6 10 142 104
7 10 205 140
8 10 136 170
9 10 205 160
10 10 206 175
11 10 204 62
12 10 138 100
13 10 71 112
14 10 75 128
15 10 40 134
16 10 169 131
17 10 157 4
18 10 140 82
19 10 96 27
20 10 59 0
21 10 87 52
22 10 27 22
23 10 125 93
24 10 79 154
0 11 137 45
1 11 204 95
2 11 73 207
3 11 137 23
4 11 55 5
5 11 75 12
6 11 142 105
7 11 206 141
8 11 137 171
9 11 206 161
10 11 206 175
11 11 204 63
12 11 139 101
13 11 71 112
14 11 76 128
15 11 40 134
16 11 170 132
17 11 158 5
18 11 141 82
19 11 96 27
20 11 60 0
21 11 88 52
22 11 28 22
23 11 125 93
24 11 79 154
0 12 137 45
1 12 204 95
2 12 74 207
3 12 138 24
4 12 56 6
5 12 75 12
6 12 143 106
7 12 206 142
8 12 137 171
9 12 206 162
10 12 207 175
11 12 204 64
12 12 139 102
13 12 71 113
14 12 77 129
15 12 41 134
16 12 170 133
17 12 159 5
18 12 142 82
19 12 97 27
20 12 61 0
21 12 88 52
22 12 28 23
23 12 126 94
24 12 80 154
0 13 138 45
1 13 204 95
2 13 75 208
3 13 138 25
4 13 56 6
5 13 75 12
6 13 143 107
7 13 207 143
8 13 138 172
9 13 206 163
10 13 208 176
11 13 204 64
12 13 139 102
13 13 72 113
14 13 77 130
15 13 41 134
16 13 170 133
17 13 160 6
18 13 142 82
19 13 98 27
20 13 61 0
21 13 88 53
22 13 29 24
23 13 126 94
24 13 80 155
0 14 139 46
1 14 204 96
2 14 75 209
3 14 139 25
4 14 57 6
5 14 76 13
6 14 144 108
7 14 208 143
8 14 139 172
9 14 207 164
10 14 209 176
11 14 205 65
12 14 140 102
13 14 73 114
14 14 78 130
15 14 41 135
16 14 171 134
17 14 161 6
18 14 143 82
19 14 99 28
20 14 62 0
21 14 88 53
22 14 30 25
23 14 127 94
24 14 81 156
0 15 139 47
1 15 205 96
2 15 76 210
3 15 139 26
4 15 58 7
5 15 76 13
6 15 144 108
7 15 209 143
8 15 139 172
9 15 208 164
10 15 209 177
11 15 206 66
12 15 141 102
13 15 74 115
14 15 78 130
15 15 42 135
16 15 172 134
17 15 161 6
18 15 143 82
19 15 99 29
20 15 63 1
21 15 89 54
22 15 30 26
23 15 128 95
24 15 82 156
0 16 140 47
1 16 206 97
2 16 76 210
3 16 140 26
4 16 58 7
5 16 76 14
6 16 145 108
7 16 209 144
8 16 139 173
9 16 209 165
10 16 210 178
11 16 207 67
12 16 141 102
13 16 75 115
14 16 79 131
15 16 42 136
16 16 173 134
17 16 162 7
18 16 144 83
19 16 99 29
20 16 64 2
21 16 90 54
22 16 31 26
23 16 128 95
24 16 83 157
0 17 141 48
1 17 207 97
2 17 77 211
3 17 140 27
4 17 58 8
5 17 77 14
6 17 145 108
7 17 210 145
8 17 140 173
9 17 210 166
10 17 210 179
11 17 207 68
12 17 141 102
13 17 76 115
14 17 80 132
15 17 43 137
16 17 173 134
17 17 163 8
18 17 145 83
19 17 99 30
20 17 64 2
21 17 90 54
22 17 31 26
23 17 129 95
24 17 84 157
0 18 141 49
1 18 208 98
2 18 78 212
3 18 140 27
4 18 58 9
5 18 77 15
6 18 145 108
7 18 211 146
8 18 141 174
9 18 211 166
10 18 210 179
11 18 208 68
12 18 141 102
13 18 77 116
14 18 81 133
15 18 44 137
16 18 174 134
17 18 163 9
18 18 146 83
19 18 99 31
20 18 65 2
21 18 91 55
22 18 31 26
23 18 129 96
24 18 85 158
0 19 141 49
1 19 208 98
2 19 78 213
3 19 141 27
4 19 58 10
5 19 78 16
6 19 145 109
7 19 211 147
8 19 142 175
9 19 212 166
10 19 211 179
11 19 209 68
12 19 142 103
13 19 77 117
14 19 82 134
15 19 44 138
16 19 175 134
17 19 164 9
18 19 146 84
19 19 100 31
20 19 66 2
21 19 91 55
22 19 31 26
23 19 130 96
24 19 85 158
0 20 141 50
1 20 208 98
2 20 79 214
3 20 142 28
4 20 58 10
5 20 79 17
6 20 146 109
7 20 211 147
8 20 142 175
9 20 213 166
10 20 212 180
11 20 209 68
12 20 143 104
13 20 78 117
14 20 83 135
15 20 44 138
16 20 175 135
17 20 164 10
18 20 147 84
19 20 100 31
20 20 67 3
21 20 91 55
22 20 32 26
23 20 131 96
24 20 86 159
0 21 142 51
1 21 208 98
2 21 80 215
3 21 142 28
4 21 58 10
5 21 79 18
6 21 146 110
7 21 212 147
8 21 143 175
9 21 213 167
10 21 213 180
11 21 209 68
12 21 143 105
13 21 79 117
14 21 83 136
15 21 45 138
16 21 176 136
17 21 165 10
18 21 147 84
19 21 101 32
20 21 68 4
21 21 91 55
22 21 33 26
23 21 132 96
24 21 87 160
0 22 142 52
1 22 208 99
2 22 80 215
3 22 143 29
4 22 58 11
5 22 80 19
6 22 146 111
7 22 212 148
8 22 144 176
9 22 214 167
10 22 213 180
11 22 210 68
12 22 144 106
13 22 79 117
14 22 83 137
15 22 45 138
16 22 176 137
17 22 166 11
18 22 147 84
